cod_provin,provincia,cod_canton,canton,16/04/2020,18/04/2020,19/04/2020,20/04/2020,21/04/2020,22/04/2020,23/04/2020,24/04/2020,25/04/2020,26/04/2020,27/04/2020,28/04/2020,29/04/2020,30/04/2020,01/05/2020,02/05/2020,03/05/2020,04/05/2020,05/05/2020,06/05/2020,07/05/2020,08/05/2020,09/05/2020,10/05/2020,11/05/2020,12/05/2020,13/05/2020,14/05/2020,15/05/2020,16/05/2020,17/05/2020,18/05/2020,19/05/2020,20/05/2020,21/05/2020,22/05/2020,23/05/2020,24/05/2020,25/05/2020,26/05/2020,27/05/2020,28/05/2020,29/05/2020,30/05/2020,31/05/2020,01/06/2020,02/06/2020,03/06/2020,04/06/2020,05/06/2020,06/06/2020,07/06/2020,08/06/2020,09/06/2020,10/06/2020,11/06/2020,12/06/2020,13/06/2020,14/06/2020,15/06/2020,16/06/2020,17/06/2020,18/06/2020,19/06/2020,20/06/2020,21/06/2020,22/06/2020,23/06/2020,24/06/2020,25/06/2020,26/06/2020,27/06/2020,28/06/2020,29/06/2020,30/06/2020,01/07/2020,02/07/2020,03/07/2020,04/07/2020,05/07/2020,06/07/2020,07/07/2020,08/07/2020,09/07/2020,10/07/2020,11/07/2020,12/07/2020,13/07/2020,14/07/2020,15/07/2020,16/07/2020,17/07/2020,18/07/2020,19/07/2020,20/07/2020,21/07/2020,22/07/2020,23/07/2020,24/07/2020,25/07/2020,26/07/2020,27/07/2020,28/07/2020,29/07/2020,30/07/2020,31/07/2020,01/08/2020,02/08/2020,03/08/2020,04/08/2020,05/08/2020,06/08/2020,07/08/2020,08/08/2020,09/08/2020,10/08/2020,11/08/2020,12/08/2020,13/08/2020,14/08/2020,15/08/2020,16/08/2020,17/08/2020,18/08/2020,19/08/2020,20/08/2020,21/08/2020,22/08/2020,23/08/2020,24/08/2020,25/08/2020,26/08/2020,27/08/2020,28/08/2020,29/08/2020,30/08/2020,31/08/2020,01/09/2020,02/09/2020,03/09/2020,04/09/2020,05/09/2020,06/09/2020,07/09/2020,08/09/2020,09/09/2020,10/09/2020,11/09/2020,12/09/2020,13/09/2020,14/09/2020,15/09/2020,16/09/2020,17/09/2020,18/09/2020,19/09/2020,20/09/2020,21/09/2020,22/09/2020,23/09/2020,24/09/2020,25/09/2020,26/09/2020,27/09/2020,28/09/2020,29/09/2020,30/09/2020,01/10/2020,02/10/2020,03/10/2020,04/10/2020,05/10/2020
6,Puntarenas,610,Corredores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,14,15,15,15,21,22,23,23,23,24,24,24,24,25,25,25,25,25,25,30,30,30,30,30,30,30,30,30,30,30,30,31,57,57,57,57,57,72,72,157,171,258,285,287,286,315,333,334,335,335,335,336,336,336,336,336,338,338,338,338,338,338,338,338,338,338,338,338,338,339,340,340,340,340,340,340,356,363,363,363,363,372,372,372,372,437,448,454,481,487,557,595,641,662
6,Puntarenas,608,Coto Brus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,7,8,8,8,8,9,9,9,10,10,10,10,13,21,24,28,30,33
6,Puntarenas,602,Esparza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,11,11,15,16,16,21,21,21,24,24,26,30,30,32,32,32,32,34,34,41,41,44,46,46,47,54,54,56,56,56,56,61,61,61,62,64,64,64,65,66,66,67,67,71,71,72,72,73,82,82,90,90,100,100,101,110,110,110,110,125,125,126,126,126,126,126,128,150,191,212,221,227,231
6,Puntarenas,611,Garabito,2,2,2,2,2,4,5,5,5,5,7,7,12,12,12,12,12,12,13,13,14,14,14,14,15,15,15,15,15,15,15,15,15,16,17,19,19,19,19,19,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,21,21,21,21,21,21,23,23,24,24,24,24,25,25,25,25,26,26,26,26,27,27,27,27,27,27,27,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,33,33,34,34,34,34,34,36,36,36,36,36,37,37,37,37,37,37,38,39,39,39,39,39,40,40,44,44,44,44,44,44,44,44,44,44,44,44,44,44,47,53,88,95,95,95,95,95,105,105,122,122,122,126,126,136,137,137,139,139,140,140,141,141,142,144,153
6,Puntarenas,607,Golfito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,11,11,21,32,45,48,48,48,54,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,61,61,61,61,62,62,63,77,77,77,77,77,87,87,87,87,89,89,89,99,114,131,135,155,177
6,Puntarenas,604,Montes de Oro,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,6,6,9,9,9,10,10,10,10,10,17,18,18,21,21,21,22,22,22,22,22,22,22,26,26,26,27,27,27,27,27,27,27,40,40,40,40,40,40,40,40,40,41,41,41,65,65,66,66,66,69,70,70,98,99,107,107,109,114
6,Puntarenas,605,Osa,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,14,14,14,15,18,18,18,18,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,22,22,22,22,24,24,24,24,32,34,35,54,55,66,77,91,136
6,Puntarenas,609,Parrita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,7,7,7,9,9,10,16,17,19,19,22,26,26,27,27,28,28,28,28,28,29,32,33,33,34,34,34,34,36,36,37,37,38,41,41,42,45,46,47,51,52,52,55,55,57,57,57,67,68,74,74,75,77,78,78,85,85,88,90,91,91
6,Puntarenas,601,Puntarenas,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,14,17,18,23,23,23,24,28,31,32,32,33,34,36,38,38,43,45,45,45,49,50,52,57,57,58,58,68,68,69,73,76,80,87,90,91,91,91,95,96,101,101,114,122,136,137,138,139,140,144,144,144,151,151,152,152,155,165,167,170,170,172,174,195,202,205,214,214,218,224,225,225,225,232,232,235,240,241,251,263,267,270,272,275,285,304,308,322,328,328,329,343,352,353,371,386,386,405,407,440,454,460,466,467,481,499,512,579,589,608,623
6,Puntarenas,606,Quepos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,8,8,8,10,14,14,14,17,17,17,17,19,19,19,19,19,19,19,19,19,19,19,19,19,21,28,28,28,29,29,30,39,40,40,40,40,41,41,56,56,59,59,59,60,60,75,86,86,87,87,87,87,88,111,122,122,122,123,123,143,143,143,155,156,159,164,168,170,184,186,187
7,Limón,706,Guácimo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,6,7,10,10,10,10,10,15,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,24,24,32,32,32,32,38,38,38,38,38,38,42,58,59,61,61,61,62,62,65,66,75,75,75,75,75,77,91,91,91,112,112,130,130,130,131,131,131,142,142,163,163,165,167,171,188,191,199,210,218,230,250
7,Limón,701,Limón,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,13,14,16,17,23,23,23,25,25,30,31,31,32,32,32,32,32,32,36,37,37,37,37,39,40,44,44,46,46,46,47,48,48,48,48,48,53,53,82,84,94,94,94,103,110,113,113,113,130,130,136,138,138,147,149,148,167,186,186,187,187,187,194,195,209,209,209,230,259,259,283,284,284,284,291,298,299,309,330,333,360,374,382,389,404,422,455,485,486,486,527,555,558,570,579,585,592,627,688,727,747,782
7,Limón,705,Matina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,13,14,15,15,16,17,17,17,17,21,21,21,21,21,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,35,36,37,37,37,38,39,40,41,42,80
7,Limón,702,Pococí,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,23,31,37,37,38,38,38,38,38,38,46,48,48,48,48,48,48,48,48,48,48,48,48,48,60,60,61,62,62,62,70,70,71,71,72,72,72,72,72,87,87,87,87,87,89,90,91,91,91,91,92,120,133,152,152,152,152,152,152,152,193,193,194,198,198,198,199,199,221,225,237,240,240,240,243,243,251,263,263,264,264,270,270,270,286,308,308,308,308,308,309,310,310,310,312,314,314,314,314,320,321,321,331,352,367,397,434,472,515
7,Limón,703,Siquirres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,10,10,10,10,11,11,11,12,12,14,14,14,15,19,25,28,28,28,28,28,28,29,33,34,34,34,34,38,38,38,42,42,42,46,46,49,52,59,59,66,67,71,71,80,80,85,85,85,85,85,85,101,129,132,132,133,168,196,214,224,231,288,319,320,320,388,388,389,439,461,461,477,492,494,494
7,Limón,704,Talamanca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,14,14,14,14,14,17,17,17,17,17,18,19,19,19,19,19,20,20,20,20,21,21,21,21,21,21,27,27,30,30,30,30,30,32,32,32,32,32,32,34,34,38,45,46,47,47,47,47,56,57,57,57,57,57,57,57,58,59,59,59,59,59,59,60,61,63,64,66,67,68,71,75,88,91
9,Otros,999,Otros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,10,10,10,11,13,16,16,16,20,19,19,20,20,20,20,22,18,19,20,23,23,23,24,29,31,12,13,10,10,21,17,18,21,25,25,18,20,16,18,23,17,17,17,17,18,16,18,18,14,13,27,20,21,23,15,16,15,18,18,18,15,16,19,22,24,25,27,25,26,28,28,30,31,31,34,36,34,36,16,17,17,17,24,35,57,77,104,122,176,225,262,295HTTP/1.1 400 Bad Request
Content-Length: 0
Connection: close
Server: Jetty(7.6.8.v20121106)

